UID,Comments,Order,Len,Spaces,Index
12477600,Good product what I wanted to purchase,9452,38,6,6.333333333
12477737,"Need m ore designs, colourful linen shirt.",9454,42,6,7
12478897,Should have more varieties in casual shirts..,9456,45,6,7.5
12478590,Good staff service provide by bhupendra Singh,9481,45,6,7.5
12479005,Would request you to have more collections,9486,42,6,7
12480489,Should provide more collections on casual wears,9527,47,6,7.833333333
12482184,Plz bring some moderate price range products ,9550,45,6,7.5
12482273,We enjoyed shopping here. Thank you !!!,9582,39,6,6.5
12501962,Very nice for product and store ambience....,9583,44,6,7.333333333
12482418,Great designs at worth the price ! ,9586,35,6,5.833333333
12482991,I'm the great fan of this brand.,9608,32,6,5.333333333
12483918,Must provide better collections for trousers ...!!!,9638,51,6,8.5
12484591,"Looking for, garment for 1 year baby ",9640,37,6,6.166666667
12488974,Pathetic products n no value for money...,9642,41,6,6.833333333
12486512,need a better trouser collection for females,9646,44,6,7.333333333
12487945,It was delight shopping with allen solly ,9680,41,6,6.833333333
12488770,I am Pranav sagar /Yashwant dhas Shinde,9685,39,6,6.5
12485189,Looking for party wear shirt and trousers ,9696,42,6,7
12487432,More options in trousers pls especially office ,9706,47,6,7.833333333
12485699,Great enthusiasm and hospitality of the staff.,9708,46,6,7.666666667
12489976,I want t shirt without hand rip,9723,31,6,5.166666667
12486067,Imran sameer gave us d good responce,9754,36,6,6
12487372,Recent trends are missing in the collection,9761,43,6,7.166666667
12489090,Some more products and discounts on purchase,9783,44,6,7.333333333
12488855,Excellent service very fast and quick billing,9799,45,6,7.5
12489190,Greater range available is better for me.,9809,41,6,6.833333333
12489954,Very nice collection for men's and  women's,9836,43,6,7.166666667
12491269,To provide more benefit to regular customers,9871,44,6,7.333333333
12491355,Awesome experience to come in keep shopping,9874,43,6,7.166666667
12493307,Staff namely Aman was really very warm ,9932,39,6,6.5
12494014,I love to shop at Allen solely,9949,30,6,5
12495051,Should have more range in men collection,9970,40,6,6.666666667
12494968,Looking for formal wear shirts and trousers ,9981,44,6,7.333333333
12500411,I really like your cooperation well done ,10020,41,6,6.833333333
12496477,One of the dapper collection as always,10033,38,6,6.333333333
12498786,Please more stocks in women's wear thanks ,10093,42,6,7
12504570,Good service..Mery is too good and cooperative,10102,46,6,7.666666667
12499147,Good collection.virender is nice in customer service..,10103,54,6,9
12497411,Wish there are more subdued colors available,10152,44,6,7.333333333
12499121,Need more collection in solid colour shirt,10171,42,6,7
12500037,I was looking for  1 years dresses,10184,34,6,5.666666667
12500920,Good service by Mudassar keep it up,10197,35,6,5.833333333
12501769,Good service.more product variety shall be provided,10200,51,6,8.5
12501300,Good range. You need more trial rooms,10201,37,6,6.166666667
12506365,More range for the winter wear shirts..,10287,39,6,6.5
12508158,Price range of certain products are high ,10297,41,6,6.833333333
12505857,Racket design is not at all attractive,10310,38,6,6.333333333
12506466,Be more range of Dresses for party,10329,34,6,5.666666667
12507108,Kindly provide good discount for regular customers,10346,50,6,8.333333333
12507385,Size not fit for me.. Below size,10356,32,6,5.333333333
12507417,Long dresses not there n highly priced,10358,38,6,6.333333333
12507855,I would love to shop in solly,10370,29,6,4.833333333
12507881,Very helpful staff. Thank you so much,10371,37,6,6.166666667
12507883,Can still improve more with more collections.,10372,45,6,7.5
12514096,Loved the staff who worked with me ,10509,35,6,5.833333333
12514837,I don find in ties in store,10522,27,6,4.5
12513013,No range of party wear in shirts,10529,32,6,5.333333333
12513062,The colour of the cloths is fading.,10530,35,6,5.833333333
12514200,Please keep adequate stock for all sizes,10568,40,6,6.666666667
12518746,Keep more shirts at a lower price,10638,33,6,5.5
12517846,I'm very happy purchasing in this store!!,10673,41,6,6.833333333
12517720,We to boys wear in store Habsiguda,10677,34,6,5.666666667
12517901,Keep more variety in shirts and trousers,10680,40,6,6.666666667
12520221,Good design and good collection great ?????,10737,43,6,7.166666667
12520786,"Keep it up. Good stuff, excellent staff.",10755,40,6,6.666666667
12521362,More variety in formal and party dresses,10769,40,6,6.666666667
12521458,Always love to shopping from Allen solly.. ,10772,43,6,7.166666667
12522043,There should be more options for females,10785,40,6,6.666666667
12522398,Have mor variety in short sleeved shirts,10793,40,6,6.666666667
12523442,Good store environment & good staff service ,10833,44,6,7.333333333
12523616,Less collection in size 38 of shirts,10840,36,6,6
12523549,Pl keep sm one piece in stock...,10841,32,6,5.333333333
12524814,Staff is very co operative soecially Aarti ,10865,43,6,7.166666667
12526406,More size options. XS in Shirts. Thanks.,10870,40,6,6.666666667
12525167,More collection in t shirt and shirt,10879,36,6,6
12526496,Have more dresses in the women's section,10903,40,6,6.666666667
12527014,Nazneen has a great attitude. Appreciate it,10927,43,6,7.166666667
12527301, Very slow billing. Took 10 mins waiting,10939,40,6,6.666666667
12527709,We need a more offers in store,10953,30,6,5
12527798,"Very less collecation, should have more options",10956,47,6,7.833333333
12528110,environment looks cool service is very good,10964,43,6,7.166666667
12528772,More collection of casual tops for women,10986,40,6,6.666666667
12530593,Get a variety in range of products.,11021,35,6,5.833333333
12530801,Have wide range of collections and sizes,11030,40,6,6.666666667
12531281,Customer service could be a little better,11047,41,6,6.833333333
12531376,Nice formals ... Can have better casuals,11053,40,6,6.666666667
12531952,Require size and color is not available..,11058,41,6,6.833333333
12536066,I love d colour of my top.,11062,26,6,4.333333333
12533591,Improve more verities in blazers and suits.,11077,43,6,7.166666667
12531642,Formal collection is less at this store,11099,39,6,6.5
12534162,Add more varieties in shirts and trousers,11141,41,6,6.833333333
12536768,Good stuff. Need more colour options though. ,11144,45,6,7.5
12540492,Should have better range in Cotton shirts,11288,41,6,6.833333333
12540622, I m happy with the staff service,11294,33,6,5.5
12541241,Need to improve range I. Formal trousers,11316,40,6,6.666666667
12542085,Help me with the best you got.,11347,30,6,5
12542721,Very less collection but store looks good,11354,41,6,6.833333333
12543296,I liked da xprnce here.....vl visit soon,11366,40,6,6.666666667
12544147,Want more colors in plated trousers please,11396,42,6,7
12544479,Very good service keep it up thanks,11410,35,6,5.833333333
12544829,Require more design pattern in women's wear.,11421,44,6,7.333333333
12544873,Be the same.. You guys are great!!!?????,11424,40,6,6.666666667
12544880,Love the offer... Get Benefit in that..,11427,39,6,6.5
12545172,Very pleasant staff. Wud definitely visit again.,11444,48,6,8
12545489,Good product and Varinder good sales parson,11461,43,6,7.166666667
12545964,Plz store is but not shirt of ,11469,30,6,5
12547107,The collection should be more for women,11501,39,6,6.5
12547362,Certain Product should be available on demand,11517,45,6,7.5
12547601,Need more option in 42 size trouser...,11525,38,6,6.333333333
12548383,Pls keep more of the office bags!!!!,11539,36,6,6
12548396,Awesome experience with ur company and guys,11565,43,6,7.166666667
12549110,Outstanding superlative performance by all staffs here.,11585,55,6,9.166666667
12549259,Had a Great time shopping with you.,11597,35,6,5.833333333
12552163,Try getting more patterns in plain white,11671,40,6,6.666666667
12552459,Had a nice purchase. Thank you !,11675,32,6,5.333333333
12564157,Only one mistake no chair to sit,11680,32,6,5.333333333
12556367,Nice stuff as always. Keep it up.,11689,33,6,5.5
12555102,Good with a variety of things. Bhawna,11706,37,6,6.166666667
12553441,Fitting of Wimbledon trouser it's not good ,11722,43,6,7.166666667
12569096,Pl increase your collection at Avani store,11723,42,6,7
12553716,Range in products both trousers n shirts,11731,40,6,6.666666667
12553917,No size available in selected blazer 44,11740,39,6,6.5
12558233,Can have more collections of formal wear,11801,40,6,6.666666667
12557037,Allen solly is like our family store ,11819,37,6,6.166666667
12562057,Support for amex cards can be better,11825,36,6,6
12562059,Can display more combinations for boys wear,11865,43,6,7.166666667
12558970,Want a little more variety of shirts,11891,36,6,6
12562407,More color options to be made available,11918,39,6,6.5
12560379,Good experience as a first time buyer ,11927,38,6,6.333333333
12562380,Very disappointed no size available. No stock ,11957,46,6,7.666666667
12562977,Feels great!! Would like to purchase again,11995,42,6,7
12568083,More colours and quantity shall be kept,11997,39,6,6.5
12563732,Causal should be more creative and nice.,12008,40,6,6.666666667
12563628,Good service by Kapil sabarval !!! ??,12012,37,6,6.166666667
12567368,Some more casual tops would be great...,12046,39,6,6.5
12564799,"Great shopping experience with Allen Solly ,,",12048,45,6,7.5
12565658,Looking for slim fit in office wear,12094,35,6,5.833333333
12566822,Just get some  more collection and variety,12109,42,6,7
12567727,Feel good and comfort in all aspects.,12121,37,6,6.166666667
12566317,Grace help me to find my dress,12123,30,6,5
12568250,Nice collection & nice dealing with Diwakar..,12164,45,6,7.5
12567999,Need size 46 shirts in this showroom.More,12195,41,6,6.833333333
12568588,Introduce more options in polo tshirt said,12202,42,6,7
12569736,It was good experience at Allen solly ,12236,38,6,6.333333333
12569918,There s no XXL dresses n shirts,12239,31,6,5.166666667
12570333,"Looking more colour options in chinos ,trousers.",12251,48,6,8
12570855,Doesn't have good collections especially casual section ,12267,56,6,9.333333333
12571884,"Awesome service great merchandise ""syed was cool",12300,48,6,8
12572631,This is the best shop for men,12336,29,6,4.833333333
12574981,I feel very happy in your strore,12349,32,6,5.333333333
12575083,Sizes are not available in some products,12428,40,6,6.666666667
12575152,Need more T-shirts plz my humble request,12431,40,6,6.666666667
12575378,Need more products like women winter jackets,12438,44,6,7.333333333
12575870,Very less stock in xl &xxl t-shirt,12441,34,6,5.666666667
12577083,Good experience however cut sizes..get more depth,12469,49,6,8.166666667
12578509,Lack of shirt collections in this season,12560,40,6,6.666666667
12578711,change your product and make them better,12569,40,6,6.666666667
12580126,Looking for the more winter wear stock,12607,38,6,6.333333333
12581487,Nice stuff. Need more range in belts,12656,36,6,6
12582416,I got what I'm looking thank you,12673,32,6,5.333333333
12582640,Did not like the casual shirt fittings,12705,38,6,6.333333333
12583891,Black trouser in cotton will be appreciated ,12731,44,6,7.333333333
12584255,Good Service & Excellent Quality of Merchandise,12746,47,6,7.833333333
12584402,Very beautyful colth which I see hear,12755,37,6,6.166666667
12588879,Loafer socks in colours would be appreciated,12791,44,6,7.333333333
12585634,It was good to shop with you.,12810,29,6,4.833333333
12586235,Doesn't have full options in women trousers,12822,43,6,7.166666667
12586374,I fell very good in this store,12827,30,6,5
12586224,Need to keep more options of t.shirts,12838,37,6,6.166666667
12586623,Cute dresses:):*  Aqua blue dresses are expected,12854,48,6,8
12586655,Allen solly is really a good brand ,12856,35,6,5.833333333
12587074,Great feel well service given by naveen ,12872,40,6,6.666666667
12587695,Keep more varieties of best t shirts,12899,36,6,6
12589160,Looking for formal trouser for office wear,12950,42,6,7
12590975,Discounts and proper billing information is expected. ,12961,54,6,9
12600905,Very good thinking and understanding clients satisfaction,13015,57,6,9.5
12591222,Good place to purchase for good stuff,13037,37,6,6.166666667
12591305,Get more colours in girls formal shirt,13041,38,6,6.333333333
12591782,Worst experience because of max. Price range,13064,44,6,7.333333333
12592259,Appreciate your customer service. Keep it up!,13080,45,6,7.5
12592271,Store environment is really good and friendly,13082,45,6,7.5
12593656,We did have a great shopping experience,13130,39,6,6.5
12593870,Just the right stuff... Roja was great!,13144,39,6,6.5
12593995,Great staffs..remarkable service of store manager Mr.binoy..,13149,60,6,10
12594225,Kindly inform me about scheme on mobile,13163,39,6,6.5
12594638,Please change the music its not good,13180,36,6,6
12598210,Trousers should have in between sizes also.,13274,43,6,7.166666667
12599851,Better offers on casuals n Friday dressings,13347,43,6,7.166666667
12600247,Good experience and nice collection seasonal collections ,13373,57,6,9.5
12600347,Keep the stock n talk to customers ,13377,35,6,5.833333333
12600747,Should keep 36/38 size trousers for ladies.,13384,43,6,7.166666667
12601356,Looking forward for some good printed collections,13404,49,6,8.166666667
12601409,Veena arya was really helpful and courteous ,13406,44,6,7.333333333
12601592,Price range is higher than similar brand ,13409,41,6,6.833333333
12603443,Mary has been exceptionally warm and professional,13461,49,6,8.166666667
12602839,"Nice and humble staff , good going",13479,34,6,5.666666667
12603116,Please make it a little bit cheap,13487,33,6,5.5
12603226,"Staff really helped me ,finding my stuff",13493,40,6,6.666666667
12603708,More varieties may help better customer satisfaction,13498,52,6,8.666666667
12604075,I got what I was looking for.,13512,29,6,4.833333333
12605211,Pls inform me when new stock come,13560,33,6,5.5
12605465,No thanks nice to shop with u,13570,29,6,4.833333333
12606051,Need more  collection  in party wear dress ,13596,43,6,7.166666667
12609664,Good service keep more stocks in formals,13610,40,6,6.666666667
12606887,Very fast and efficient service by service,13625,42,6,7
12607074,Good brand. More offers can be provided.,13636,40,6,6.666666667
12607999,Looking for quality products in quality store,13668,45,6,7.5
12608000,It was good experience to shop here,13669,35,6,5.833333333
12608134,More casual tees for typicAl western wear,13681,41,6,6.833333333
12608844,"Great service, new experience from last time",13699,44,6,7.333333333
12608468,Wanted kids boys collection but not get,13703,39,6,6.5
12609156,Can have more variety of formal so,13726,34,6,5.666666667
12609526,Should have more options in formal trousers.,13744,44,6,7.333333333
12609533,Some choices for ladies will be good,13745,36,6,6
12610494,I am fan of Allen Solly.....it's awesome,13759,40,6,6.666666667
12614119,Please get more colours for formal wear,13767,39,6,6.5
12611540,"Amazing clothes, but a bit too expensive! ",13793,42,6,7
12611745,You may consider keeping skirts(formal and casual).,13807,51,6,8.5
12612455,It's better than we dream ourself into. ,13840,40,6,6.666666667
12613739,No collections of crew neck t shirts,13845,36,6,6
12613356,Need some collection in formal limited stock,13880,44,6,7.333333333
12621017,Should have more Chinese collar in 46sizes,13910,42,6,7
12615106,I am looking for thick denim shirts,13917,35,6,5.833333333
12619583,Need to have variety in women wear,13923,34,6,5.666666667
12615617,Corduroy trousers in different size and colour,13966,46,6,7.666666667
12616217,Looking for formal skirt black not available ,13996,45,6,7.5
12616719,Fabulous customer service we'll show by ajay,14012,44,6,7.333333333
12617297,More trial rooms to shorten waiting time.,14048,41,6,6.833333333
12618734,I want women variety in reasonable price. ,14107,42,6,7
12618735,U should have more of women collection ,14109,39,6,6.5
12619852,I am the Allen user only allen,14144,30,6,5
12619916,Excellent range of colours and perfect fit,14149,42,6,7
12620405,We need more variation in cheaper rate,14156,38,6,6.333333333
12625300,Please maintain stock of all sizes .,14163,36,6,6
12620760,My father manufactures for allen solly kids,14173,43,6,7.166666667
12621992,Need more options in party wear shirts,14227,38,6,6.333333333
12622331,Service is excellent. Please provide more models.,14248,49,6,8.166666667
12622364,I like the size u made ....,14252,27,6,4.5
12624277,Allen Solly is ma fev bra Day!!!!,14335,33,6,5.5
12624609,Staffs are well attentive and co operative. ,14348,44,6,7.333333333
12625174,I am satisfied your sttaff and brand,14373,36,6,6
12625810,Bring in more range into the store,14406,34,6,5.666666667
12627110,It  is So beautiful to come here,14446,32,6,5.333333333
12627772,Maintain a gud stock for junior sizeable,14464,40,6,6.666666667
12628473,It's been nice to shop over here,14475,32,6,5.333333333
12630131,Add more option in trousers and shirts,14488,38,6,6.333333333
12631076,More denim design options would be appreciated,14519,46,6,7.666666667
12630028,Need to have more options on trousers ,14522,38,6,6.333333333
12630550,Nice keep up the good work !,14553,28,6,4.666666667
12632023,Need to keep more variety in formals,14597,36,6,6
12635211,Arrange shorts with different colours with variety,14620,50,6,8.333333333
12633304,Formal suit 38 size in slim fit,14656,31,6,5.166666667
12635347,Looking for partywear but i cudnt find......,14675,44,6,7.333333333
12634379,Nice ambience n staff is very friendly,14700,38,6,6.333333333
12635263,Well mentioned store. Staffs are really helpful.,14702,48,6,8
12635015,Need more collection and in economic prices,14727,43,6,7.166666667
12636065,Good service but no sizes a available ,14758,38,6,6.333333333
12636149,No u were fabulous nice visiting thanks,14761,39,6,6.5
12636169,It feels good to wear Allen Solly.,14764,34,6,5.666666667
12636816,Loved the services n the stock too!!,14798,36,6,6
12637249,Thanks. It was pleasure shopping with you.,14811,42,6,7
12637416,"Nice , wait for more winter wear ",14815,33,6,5.5
12638234,We like the quality of all products,14840,35,6,5.833333333
12639082,More variety of shirts should be there...,14866,41,6,6.833333333
12643550,In between fit 34 and 36 req,14903,28,6,4.666666667
12640839,Very low stock available in the store.,14943,38,6,6.333333333
12640946,Plz provide more range in female segment,14945,40,6,6.666666667
12641655,Stock is not up to the mark,14969,27,6,4.5
12641910,More space required and more Chairs .,14983,37,6,6.166666667
12642127,Get more variety of clothes for women,14997,37,6,6.166666667
12642193,Pls make sure you have Lenin pants ,15000,35,6,5.833333333
12643461,Should have more formal wear and partywear,15055,42,6,7
12644433,"Good service , but to much value",15072,32,6,5.333333333
12644852,Nice stuff require more stock in shirts ,15092,40,6,6.666666667
12645021,"Very less stock , bring more collection ",15100,40,6,6.666666667
12645063, Sangeeta Singh Good service s good display,15101,43,6,7.166666667
12645361,Excellent service done by d sales person,15117,40,6,6.666666667
12646126,Better if more variety would be provided,15146,40,6,6.666666667
12646134,Not having any discount on single garment.,15147,42,6,7
12647500,"Best service at best price, loved quality",15199,41,6,6.833333333
12649722,"Formal trouser, size 26 in light shade",15216,38,6,6.333333333
12648424,The experience was really good. Thank you!!!,15221,44,6,7.333333333
12649045,More options for jackets will be great,15247,38,6,6.333333333
12650184,Have more options for shirt size 44,15287,35,6,5.833333333
12650285,Full sleeves t shirts are not available,15295,39,6,6.5
12651091,Plz add fashionable wear in ladies section,15305,42,6,7
12650502,Need more variety with good price range,15308,39,6,6.5
12650803,Your servicing is good and good collection,15324,42,6,7
12651201,Put something more in long and trendy,15339,37,6,6.166666667
12651406,Add some more variety and colour options,15347,40,6,6.666666667
12651465,This feedback takes more than a minute,15349,38,6,6.333333333
12651753,???? like the staff service.... Amol roks,15365,41,6,6.833333333
12652186,We are happy to find our requirements ,15388,38,6,6.333333333
12652407,Please fix the rates at fixed prices ,15398,37,6,6.166666667
12652738,Want varieties in Colorado of women shirts..,15410,44,6,7.333333333
12653048,Go and get a life for yourself.,15424,31,6,5.166666667
12653164,Superb store.....need to work with more varieties.,15428,50,6,8.333333333
12653588,Good staff but ac is not working,15448,32,6,5.333333333
12653622,Weird fitting below the waist. Please check.,15450,44,6,7.333333333
12653948,You guys are good keep it up,15456,28,6,4.666666667
12653842,Should have better variety in ladies formal ,15457,44,6,7.333333333
12654136,Please keep some formal shirts also thanks,15460,42,6,7
12654629,Required more variety in t-shirts and jeans,15481,43,6,7.166666667
12655258,Staff named Nandu was very helpful .....,15504,40,6,6.666666667
12655413,"Good shades,fit,design and great staff...thanks sangeeta singh",15513,62,6,10.33333333
12655756,More range of men wear is expected ,15524,35,6,5.833333333
12655981,Need to add more suits option .,15535,31,6,5.166666667
12656069,Looking for casual blazer in bright colours,15538,43,6,7.166666667
12656201,Please keep more variety of ladies wear ,15540,40,6,6.666666667
12656298,Ghai jyfiygesfjhgihhu jhkjhkuhj fugu high iuguigiug nah,15548,55,6,9.166666667
12656915,Need more range in women formal wear ,15568,37,6,6.166666667
12657110,Expected discounts on at least Diwali occasion,15581,46,6,7.666666667
12659164,I was looking for ma wedding collection ,15682,40,6,6.666666667
12659973,Fittings in dresses would have been better.,15716,43,6,7.166666667
12660746,I need xl size oof the coat,15735,27,6,4.5
12660939,Please keep attractive colors in all ranges,15745,43,6,7.166666667
12660959,It is a good place for shopping ,15746,32,6,5.333333333
12660974,It's amazing and I like this brand ,15747,35,6,5.833333333
12661231,Need more variety and more affordable rates,15753,43,6,7.166666667
12662312,Better offer and good colours on jeans,15811,38,6,6.333333333
12662920,Very less variety in t shirt collection.,15829,40,6,6.666666667
12663867,Should have more different colours and patterns,15875,47,6,7.833333333
12665560,Good service.i need a black colour chinos.colors,15885,48,6,8
12664754,Need some more option in men's shorts,15929,37,6,6.166666667
12666378,Please add regular fit to solly sports,15985,38,6,6.333333333
12666766,More collections for women's office wear please!,16007,48,6,8
12667432,Like the collection and like the colours,16036,40,6,6.666666667
12667527,Vicky & all staff are very nice,16042,31,6,5.166666667
12667571,Pls include kids dresses in this store,16046,38,6,6.333333333
12667702,Kindly provide more colors in women trousers ,16051,45,6,7.5
12667922,Blue n black colour blazer size 39,16062,34,6,5.666666667
12668248,Waiting for the right size to arrive.,16073,37,6,6.166666667
12669197,"Should have more varieties under different cateries,",16117,52,6,8.666666667
12669229,"Extraordinary sales team. Excellent,worm,person of next door",16121,60,6,10
12669357,There is no varieties in half sleeve ,16125,37,6,6.166666667
12671781,Staff service is good very friendly thanks,16218,42,6,7
12673371,Good service Sangeeta Singh and batter work??,16304,45,6,7.5
12675048,More varieties needed poor in ladies merchandise,16317,48,6,8
12673714,Very less formal collection very very less,16318,42,6,7
12674904,U must have less price in products,16326,34,6,5.666666667
12673928,I need more variety in women's wear.,16327,36,6,6
12674135,No discount on festive days ;( :(,16335,33,6,5.5
12674352,Good and faster jaffar... Keep it up,16344,36,6,6
12676831,Does not range or variety of suits,16440,34,6,5.666666667
12677164,Please give some Diwali gifts for free,16460,38,6,6.333333333
12677433,Great store and good service by staff ,16469,38,6,6.333333333
12679932,Need more sizes across designs and styles,16577,41,6,6.833333333
12680125,"Try and keep for women,s as well ",16586,33,6,5.5
12680198,Staff service is good. Collection is limited. ,16590,46,6,7.666666667
12680426,Sizes are not available example small size,16606,42,6,7
12680621,Variety is missing especially on women apparels ,16617,48,6,8
12680971,"Excellent staff service , superb ambience !!!!",16632,46,6,7.666666667
12681640,Have starting size of shirts as 36,16648,34,6,5.666666667
12681810,Good collection. Need more half sleeves collection,16657,50,6,8.333333333
12682211,Great products and service... Please increase variety,16667,53,6,8.833333333
12682508,Good service ! Satisfied with the range,16693,39,6,6.5
12689336,Keep it up and give discounts :p,16700,32,6,5.333333333
12682700,Very good staff service and quality products,16705,44,6,7.333333333
12682892,Keep it up... Long way to go,16709,28,6,4.666666667
12689303,Amazing shopping experience. Quick service. Really happy,16737,56,6,9.333333333
12686654,"Sizes problem,i ddnt get 1year size cloth.",16743,42,6,7
12683989,Diwakar ?? his service was very good ,16763,37,6,6.166666667
12684166,Keep making good shirts...u are going great!!,16770,45,6,7.5
12684168,Keep more option in XXL and XXXL,16771,32,6,5.333333333
12684563,More collection in bigger sizes 44 sizes,16786,40,6,6.666666667
12684602,Roshan helped us very well in shopping,16788,38,6,6.333333333
12684706,Tshirts stock is not upto the mark,16791,34,6,5.666666667
12685548,No trousers in 38 waist for me,16832,30,6,5
12685479,"Watch doctor who, it's an awesome show. ",16837,40,6,6.666666667
12685916,Designs should have varieties for my age ,16856,41,6,6.833333333
12686069,Pavitra attended well. Good keep it up.,16861,39,6,6.5
12686246,Keep me posted. About discount. Via email,16867,41,6,6.833333333
12686416,Looking. For 46size which is not available ,16874,43,6,7.166666667
12686736,I e expect more variety in blazer,16891,33,6,5.5
12686777,Variety should be more in winter wear,16894,37,6,6.166666667
12687793,You have a great feet and staff..,16934,33,6,5.5
12688615,Please introduce women's wear in this store,16972,43,6,7.166666667
12688587,Amazing stuff & staff!!! Keep it up!!,16973,37,6,6.166666667
12689585,Good service as staff Dipak good suggestive ,16992,44,6,7.333333333
12689778,Gud service and gud collection thank you,17001,40,6,6.666666667
12689793,Please have a range of 42 sizes........,17002,39,6,6.5
12690177,Good feeling while shopping in the store,17014,40,6,6.666666667
12691011,Good service.i need more colors in jeans,17054,40,6,6.666666667
12691198,Osm bags....n winter collection is eye taker,17067,44,6,7.333333333
12691636,Try to get more choice and collections,17090,38,6,6.333333333
12692798,It was a nice experience shopping here,17117,38,6,6.333333333
12693036,Pl send me information about new arrivals,17134,41,6,6.833333333
12693226,Honching service was top notch..... Thank you!!!,17149,48,6,8
12693961,Leather jacket in brown or reddish....size xl,17191,45,6,7.5
12694012,In Belgaum store collection is not available ,17194,45,6,7.5
12694038,Would have loved to see more range,17195,34,6,5.666666667
12694655,Pls add some more formal winter wear ,17214,37,6,6.166666667
12694803,We need more collection of t shirts,17223,35,6,5.833333333
12694998,You can provide something to sit ??,17231,35,6,5.833333333
12695373,Stuff is very gud. Variety is gud.,17244,34,6,5.666666667
12696080,Always having old design and old colours,17261,40,6,6.666666667
12696158,No belt box available for gifts purpose.,17265,40,6,6.666666667
12697622,My daughter was very Happy to shop.,17329,35,6,5.833333333
12699599,Need to have hooks in changing room,17346,35,6,5.833333333
12698601,The staff is really good and cooperating?,17377,41,6,6.833333333
12698768,Love the staff service n quality service ,17386,41,6,6.833333333
12699916,Excellent staff behaviour. Will definitely be back.,17387,51,6,8.5
12699836,Ambience is nice....would like to come again...,17407,47,6,7.833333333
12700641,Good collection you have in man shirts ,17438,39,6,6.5
12700938,Please keep verity of product and colors ,17447,41,6,6.833333333
12701044,You should have more varieties for kids,17454,39,6,6.5
12701134,"Good service by shivam, amanora mall Pune",17461,41,6,6.833333333
12701156,Do let me know abt the discounts,17463,32,6,5.333333333
12701347,I like all the stuff n fitting,17471,30,6,5
12701379,Need more colors in regular fit panted,17475,38,6,6.333333333
12701781,We got a Good service from Raman,17493,32,6,5.333333333
12701803,Required few more varieties for winter collections ,17495,51,6,8.5
12702394,Try making offers more attractive beyond Rs8000/-,17523,49,6,8.166666667
12702453,Helpful staff and good service..... Great ?,17527,43,6,7.166666667
12702559,This was one of the best experience.,17531,36,6,6
12702570,Provide some more patterns and price range,17533,42,6,7
12703194,Get more range in the large sizes,17559,33,6,5.5
12732927,More choice in jeans and formal trousers,17578,40,6,6.666666667
12703868,Need some more variety but awesome staff ,17580,41,6,6.833333333
12704117,U should have more variety of clothes,17585,37,6,6.166666667
12707500,Outstanding environment I love to come again ,17617,45,6,7.5
12705061,Pls make colour range in all clothes,17626,36,6,6
12705238,I like the store & their service,17633,32,6,5.333333333
12705947,Behaviour of sales persons are good. Thanks,17659,43,6,7.166666667
12706947,Looking for more collection in store .thanks,17714,44,6,7.333333333
12707019,More collection is needed in girls wear ,17722,40,6,6.666666667
12707066,Good collection you have in t shirt ,17728,36,6,6
12707468,Excellent staff service.solly is connecting to customers,17741,56,6,9.333333333
12708228,Good collection but price should be consider,17760,44,6,7.333333333
12708550,Very pleasant staff. Suggested good options. Kudos!,17768,51,6,8.5
12708749,Looking more colours in trenim fit collection..,17775,47,6,7.833333333
12709428,Amazing collection!!!with some really great fitting clothes??,17798,61,6,10.16666667
12710814,Plz call me regularly on every update ,17866,38,6,6.333333333
12711336,Allen solly in forum mall is awesome!!!,17888,39,6,6.5
12711634,"Very nice store.good clothes ,colours and sizes",17895,47,6,7.833333333
12711895,"Fantastic clothes ,colours ,designs ,sizes and ranges",17910,53,6,8.833333333
12712854,Maintain some updates in tshirts & linen,17931,40,6,6.666666667
12712484,Looking for 8 yrs boys bottoms size...,17939,38,6,6.333333333
12713938,More varieties and models/designs to be displayed ,17982,50,6,8.333333333
12713383,Please keep more colour option in jeans ,17985,40,6,6.666666667
12713384,More collection in shirts should be there.,17990,42,6,7
12713659,Nothing right now that I can remember,18000,37,6,6.166666667
12713937,Keep it up and give more discounts,18016,34,6,5.666666667
12714391,Inform us well in advance about sale,18018,36,6,6
12714934,Good experience......wud lyk to see mre products...ty?cheers,18023,60,6,10
12716860,Refreshment wow and Diwali gift good guys,18162,41,6,6.833333333
12718492,More variety &a sizes should be there,18236,37,6,6.166666667
12718719,Looking for nice collection with required size,18244,46,6,7.666666667
12719401,Very much satisfied with the management... :),18272,45,6,7.5
12719181,Still we are looking for. More option,18278,37,6,6.166666667
12719957,"Good collections ,good environment and good service",18318,51,6,8.5
12720035,No variety & sizes available in trousers ,18320,41,6,6.833333333
12720115,Do not have formal shirt and trouser ,18323,37,6,6.166666667
12720905,Great collection and thanks for Diwali gift...,18355,46,6,7.666666667
12721270,Staff are very helpful n friendly nature,18370,40,6,6.666666667
12721511,More variety in the formal shirt sectieon,18387,41,6,6.833333333
12721785,I appreciated your response i am happy,18401,38,6,6.333333333
12722150,Good staff service kindly improve you're collection,18425,51,6,8.5
12722852,"We got what we need,thanks Allen solly",18459,38,6,6.333333333
12723384,Should have more verity in formal wears....,18480,43,6,7.166666667
12724159,Must give solly points during festive season.,18492,45,6,7.5
12724354,Daily 5 call offers an new collection,18505,37,6,6.166666667
12724549,Get full sleeves collar t shirt pleeeeeeaseee,18518,45,6,7.5
